Word,Confusions
भाँडो,"बाँठो, बाँदो, बाँधो"
बाँडा,"बाँधा, भाँडा"
बाँधा,"बाँडा, भाँडा"
भाँडा,भाडा
बाँडिनु,"बाँधिनु, भाँडिनु"
बाँधिनु,"बाँडिनु, भाँडिनु"
भाँडिनु,"बाँडिनु, बाँधिनु"
बाँड्नु,"बाँध्नु, भाँड्नु"
बाँध्नु,"बाँड्नु, भाँड्नु"
भाँड्नु,"बाँड्नु, बाँध्नु"
बाँतर,बाँदर
बाँदर,बाँतर
बाः,वाः
वाः,बाः
बाइ,"बाई, भाइ, वाइ"
बाई,"बाइ, भाइ, वाइ"
भाइ,"बाइ, बाई, वाइ"
वाइ,"बाइ, बाई, भाइ"
बाइदेउ,बाईदेउ
बाईदेउ,बाइदेउ
बाइनु,भाइनु
भाइनु,बाइनु
बाइशूल,बाइसुल
बाइसुल,बाइशूल
बाइस,भाइस
भाइस,बाइस
बाईँ,वाइँ
वाइँ,बाईँ
बाउ,"भाउ, वहो"
भाउ,"बाउ, वहो"
वहो,"बाउ, भाउ"
बाउँटिनु,भाउँटिनु
भाउँटिनु,बाउँटिनु
बाउँटो,भाउँटो
भाउँटो,बाउँटो
बाउँठिनु,बाउँडिनु
बाउँडिनु,बाउँठिनु
बाउँठो,"बाउँडो, भाउँतो"
बाउँडो,"बाउँठो, भाउँतो"
भाउँतो,"बाउँठो, बाउँडो"
बाउँठ्याइ,बाउँड्याइ
बाउँड्याइ,बाउँठ्याइ
बाउजु,भाउजू
भाउजू,बाउजु
बाउज्यू,भाउज्यू
भाउज्यू,बाउज्यू
बाउनु,भाउनु
भाउनु,बाउनु
बाउन्न,भाउन्न
भाउन्न,बाउन्न
बाउन्ने,भाउन्ने
भाउन्ने,बाउन्ने
बाकल,भाकल
भाकल,बाकल
बाग,बाघ
बाघ,बाग
भाग,"बाग, बाघ, वाग"
वाग,"बाग, बाघ, भाग"
बागलुङ,बाघलुङ
बाघलुङ,बागलुङ
बागी,भागी
भागी,बागी
बागीना,भागिना
भागिना,बागीना
बाग्मती,वाग्मती
वाग्मती,बाग्मती
बाघजुँगे,बाघजुँघे
बाघजुँघे,बाघजुँगे
बाङ,"बाण, बान, भाङ, भाण, भान, वहन, वाङ, वाण, वान"
बाण,"बाङ, बान, भाङ, भाण, भान, वहन, वाङ, वाण, वान"
बान,"बाङ, बाण, भाङ, भाण, भान, वहन, वाङ, वाण, वान"
भाङ,"बाङ, बाण, बान, भाण, भान, वहन, वाङ, वाण, वान"
भाण,"बाङ, बाण, बान, भाङ, भान, वहन, वाङ, वाण, वान"
भान,"बाङ, बाण, बान, भाङ, भाण, वहन, वाङ, वाण, वान"
वहन,"बाङ, बाण, बान, भाङ, भाण, भान, वाङ, वाण, वान"
वाङ,"बाङ, बाण, बान, भाङ, भाण, भान, वहन, वाण, वान"
वाण,"बाङ, बाण, बान, भाङ, भाण, भान, वहन, वाङ, वान"
वान,"बाङ, बाण, बान, भाङ, भाण, भान, वहन, वाङ, वाण"
बाङबुङ,भाङभुङ
भाङभुङ,बाङबुङ
बाङो,"बाणो, बानो"
बाणो,"बाङो, बानो"
बानो,"बाङो, बाणो"
बाङ्गी,बान्गी
बान्गी,बाङ्गी
बाङ्डो,बान्तो
बान्तो,बाङ्डो
बाचकी,वाचकी
वाचकी,बाचकी
बाचन,वाचन
वाचन,बाचन
बाचा,"बाछा, वाचा"
बाछा,"बाचा, वाचा"
वाचा,"बाचा, बाछा"
बाच्नु,बाछ्नु
बाछ्नु,बाच्नु
बाजा,भाजा
भाजा,बाजा
बाजि,"बाजी, भाजी, वाजी"
बाजी,"बाजि, भाजी, वाजी"
भाजी,"बाजि, बाजी, वाजी"
वाजी,"बाजि, बाजी, भाजी"
बाजिब,"बाजिव, वाजिब"
बाजिव,"बाजिब, वाजिब"
वाजिब,"बाजिब, बाजिव"
बाजु,भाजु
भाजु,बाजु
बाजो,बाझो
बाझो,बाजो
बाट,"बाथ, भाट, वाट"
बाथ,बात
भाट,"बाट, बाथ, वाट"
वाट,"बाट, बाथ, भाट"
बाटा,भाटा
भाटा,बाटा
बाटि,"बाटी, भाटी"
बाटी,"बाटि, भाटी"
भाटी,"बाटि, बाटी"
बाटे,"बाथे, भाटे"
बाथे,"बाटे, भाटे"
भाटे,"बाटे, बाथे"
बाटो,भाटो
भाटो,बाटो
बाठा,"बाडा, बाता, बादा, बाधा, भाडा, वाडा, वादा, वाता, वाधा"
बाडा,"बाठा, बाता, बादा, बाधा, भाडा, वाडा, वादा, वाता, वाधा"
बाता,"बाठा, बाडा, बादा, बाधा, भाडा, वाडा, वादा, वाता, वाधा"
बादा,"बाठा, बाडा, बाता, बाधा, भाडा, वाडा, वादा, वाता, वाधा"
बाधा,"बाठा, बाडा, बाता, बादा, भाडा, वाडा, वादा, वाता, वाधा"
भाडा,भाँडा
वाडा,"बाठा, बाडा, बाता, बादा, बाधा, भाडा, वादा, वाता, वाधा"
वादा,"बाठा, बाडा, बाता, बादा, बाधा, भाडा, वाडा, वाता, वाधा"
वाता,"बाठा, बाडा, बाता, बादा, बाधा, भाडा, वाडा, वादा, वाधा"
वाधा,"बाठा, बाडा, बाता, बादा, बाधा, भाडा, वाडा, वादा, वाता"
बाठी,"बाडी, बाढी, बाती, बादी, भाडी, भाती, वाडि, वादी"
बाडी,"बाठी, बाढी, बाती, बादी, भाडी, भाती, वाडि, वादी"
बाढी,"बाठी, बाडी, बाती, बादी, भाडी, भाती, वाडि, वादी"
बाती,"बाठी, बाडी, बाढी, बादी, भाडी, भाती, वाडि, वादी"
बादी,"बाठी, बाडी, बाढी, बाती, भाडी, भाती, वाडि, वादी"
